,question,answer,question_id
2385,买卖港股通股票，个人投资者需要签订哪些专门的业务合同,个人投资者在通过港股通投资者适当性管理的评估后，买卖港股通股票前，应当签署风险揭示书，并与内地证券公司签订港股通委托协议。此外，港股通投资者不能进行IPO申购港股。,2385
2386,投资者查询港股通持股及持有变动记录，查询费如何收取,投资者查询港股通持股及持有变动记录，参照投资者查询A股标准收费。当投资者同时查询沪市人民币普通股票账户中记录的A股和港股时，港股的持有及持有变动查询收费根据证券账户与A股合并计收，不单独收取查询费。,2386
2387,港股投票业务与A股相比有什么差异,港股投票业务与A股相比主要差异包括：1、港股通投资者对于同一项议案，可以同时投赞成、反对和弃权票（如有）；2、港股投票业务存在无股权登记日的情形。无股权登记日的投票以投票截止日日终的持有为基数。,2387
2388,如何查询所持有的港股通股票并打印持股证明书,投资者需要查询港股的持有及持有变动记录的，中国结算将参照A股做法为投资者提供查询服务，所需提交材料和办理流程参照中国结算A股相关业务规则。中国结算出具的证券持有记录，是港股通投资者享有该证券权益的合法证明。,2388
2389,投资者如何买卖港股通股票,投资者买卖港股通股票具体如下：一方面，投资者通过委托内地证券公司买卖港股通股票的，证券公司接受委托后，经由上交所/深交所证券交易服务公司，向联交所进行申报，该申报在联交所交易平台撮合成交后，将通过相同路径向证券公司和投资者返回成交情况。另一方面，在结算交收方面，投资者通过证券公司与中国结算完成清算交收，中国结算作为港股通股票的名义持有人向香港结算履行交收责任。,2389
2390,通过港股通持有的港股，是否可以提取纸面股票,投资者通过港股通持有的港股，不可以提取纸面股票。投资者通过港股通持有的港股，只能通过港股通卖出并取回人民币现金，不能要求存入或提取纸面股票，也不能在香港市场进行任何其他投资。中国证监会另有规定的除外。,2390
2391,港股通投资者如何行使投资者权利,中国结算作为港股通投资者的名义持有人代其行使相关股东权利，并在充分征求投资者意愿后为后者提供港股通股票权益分派、投票等公司行为代理服务，从而充分保障投资者的权利。投资者可向指定交易的证券公司进行意愿申报，由中国结算根据从指定交易的证券公司处收集到投资者指示，并进行汇总后，再向香港结算办理。中国结算在向香港结算办理相关港股公司行为业务时，遵照香港结算相关业务规定。,2391
2392,什么叫做沪港通,沪港通是上交所和联交所建立技术连接，使内地和香港投资者可以通过当地证券公司或经纪商买卖规定范围内的对方交易所上市的股票。沪港通包括沪股通和港股通两部分。,2392
2393,创业板市场主要服务于何种类型的企业,创业板作为多层次资本市场体系的重要组成部分，主要目的是促进自主创新企业及其他成长型创业企业的发展，是落实自主创新国家战略及支持处于成长期的创业企业的重要平台。具体讲，创业板公司应是具备一定的盈利基础，拥有一定的资产规模，且需存续一定期限，具有较高的成长性的企业。,2393
2394,具有什么资格的个人投资者可以开通创业板什么时间可以办理,"1、具备两年股票交易经验的投资者，且风险承受能力在谨慎型及以上，可以向开户营业部提出开通申请，申请后2个工作日后生效；不足两年股票交易经验的投资者，原则上不鼓励参与创业板市场交易，如需要开通的，请审慎评估风险承担能力，再向开户营业部提出开通申请，并就自愿承担市场风险，本人抄录‘特别声明’。证券公司将在您提出申请5个工作日后为您开通交易权限。
2、需在工作时间内到开户营业部办理即可，如果周六日办理的等同于周五的申请。如果客户是通过跨营业部或者通过安信手机证券软件办理（转签），建议在交易日上午的9:00-16:00进行办理。",2394
2395,创业板股票上市首日有效竞价范围是多少，超过是否为有效申报,1、开盘集合竞价的有效竞价范围为发行价的上下20%。开盘价不能通过集合竞价产生的，以连续竞价第一笔成交价作为开盘价；               2、连续竞价、盘中临时停牌复牌集合竞价、有效竞价范围为最近成交价的上下10%；        3、股票上市首日14︰57至15︰00采用收盘集合竞价，即对集中申报簿中的买卖申报进行一次性集中撮合。收盘集合竞价阶段，不可以撤销申报。,2395
2396,是不是买入创业板股票都会获得高收益,没有任何一个股票市场能够保证购买股票会获得高收益。创业板虽然定位于高成长性的创业企业，但这并不代表所有在创业板上市的企业都会获得高成长。企业的发展受到内外部诸多因素的影响，一些企业上市后获得资金支持，迅速发展壮大，投资者获得了高收益，但也会有一些企业被市场淘汰，从而导致投资者的损失。此外，证券市场尤其自身的运动规律，即便发展良好的企业，其股价也不会只涨不跌，证券市场本身的波动也可能会给投资者造成损失。,2396
2397,收盘集合竞价期间申购创业板新股的委托是否有效,有效。创业板新股与深市其他各类证券的申报时间相同，深交所接受交易申报的时间为每个交易日的9:15至 11:30 、13:00至15:00。,2397
2398,开通创业板时，能否不填写《客户风险承受能力评估问卷》,深交所《创业板市场投资者适当性管理业务操作指南》客户申请开通处理第3、4、5条规定了证券公司对客户进行风险评估的相关要求。客户填写风险评估问卷，进行风险认知与承受能力进行测评，一方面可以帮助其客观了解自身风险承受能力，审慎决定是否开通创业板；另一方面，证券公司通过收集客户信息，可以更好地了解客户，针对风险测评结果显示风险承受能力低的客户，加强对客户的市场风险揭示和劝导。如果客户拒不填写相关信息或提供虚假信息，经提醒后仍不配合或改正的客户，证券公司可以拒绝为其开通创业板市场交易。,2398
2399,投资创业板退市风险警示股票，应重点注意哪些方面,选择投资被警示的股票前应重点关注以下几点：1、公司股票被实施退市风险警示的原因；     2、公司经营改善的市场传闻的真实性，公司是否就此发布过澄清公告；3、如果市场传闻被公司证实，对公司盈利能力和持续发展能力能否产生重大影响，这种影响需要多长时间体现，不确定性有多大。总之，要在认真分析的基础上，审慎参与。,2399
2400,创业板经营风险、技术风险方面投资者应关注哪些内容,由于创业板上市公司成长和经营中的不确定较大，投资者参与创业板投资时，应当重点关注以下内容：    1、上市公司的技术风险。部分科技型公司对核心技术的依赖程度较高，其所面临的技术风险也较为突出。一般而言，将高科技成果转化为现实的产品具有较高的不确定性，将受到多种可变因素以及事先难以估测的不确定性因素影响，存在出现技术失败而造成损失的风险。如果上市公司在这方面的特点比较突出，投资者在进行投资决策时，在被公司美好的技术前景所“鼓舞”的同时，也不应忘了可能的失败所带来的风险。    2、上市公司的经营风险。处于成长期的创业企业，盈利模式、市场开拓都还处于相对初级的阶段，经营稳定性整体上低于主板市场上市公司，一些上市公司经营可能出现大起大落甚至经营失败，从而导致退市。投资者应注重加强对上市公司市场风险、财务风险、技术变化以及核心人员变动等方面的分析，警惕因经营失败导致的退市风险。,2400
2401,投资者如何防范创业板公司的退市风险,为了提高投资者的风险意识，创业板市场将实施更加严格的退市制度，以尽可能通过市场化方式强化投资者风险意识，引导价值投资理念，释放投资者持有存在退市风险公司股票的市场风险，这是从根本上保护投资者权益的举措。    防范创业板公司的退市风险，投资者应重点从以下几方面入手： 1、树立审慎投资的理念，对于被实施退市风险警示的公司股票，不要轻信各种市场传闻盲目参与炒作；2、认真分析公司股票被实施退市风险警示的原因，对照上市规则中关于退市的有关条款进行比较，对可能存在的风险做到心中有数；3、要合理配置自己的资产，千万不要孤注一掷地去“押宝“，把自己的大部分资产投在被实施退市风险警示的公司上，期望获得超值收益；4、要关注上市公司可能存在的技术风险、经营风险，多了解，多分析； 5、对于那些因上市公司大股东或管理层违法违规造成的公司退市，投资者还可以积极行使股东的权利，利用法律赋予的手段，对责任方提出索赔，最大限度地弥补损失。,2401
2402,创业板在减少对风险警示公司的非理性炒作方面哪些措施,为减少对风险警示公司的非理性炒作现象，创业板在增加退市情形、缩短部分退市情形下的退市时间、实行终止上市后直接退市等规定的基础上，还采取了以下措施：    1、取消了对实施财务重组的股份限售豁免条款。在主板市场，上市公司陷入危机或严重财务困难提出重组时，经向交易所申请同意，控股股东、实际控制人可以豁免遵守在三十六个月内不进行股份转让的承诺，在上市一年后可进行股份转让。创业板市场取消了此项规定。    2、取消了重组公司提前申请撤销退市风险警示或其他风险警示的条款。在主板市场，为鼓励陷入危机或财务困难的公司尽快完成重组，允许被实施退市风险警示和其他风险警示公司，在完成重大资产重组后即可向交易所申请撤销退市风险警示或其他风险警示。创业板市场也取消了此项规定。,2402
2403,创业板在加快退市进程，实行“快速程序”方面有哪些规定,创业板加快退市进程，缩短退市时间，具体有如下规定：    1、为督促上市公司切实履行在规定期限内披露定期报告的法定义务，对于未在规定期限内披露年度报告或中期报告的公司，最快退市时间从主板的六个月缩短为三个月；    2、对净资产为负的退市情形，为促使上市公司尽早解决存在的问题，恢复资产运营能力，暂停上市后根据中期报告而不是年度报告的情形来决定是否退市；    3、对财务会计报告被出具否定或拒绝表示意见的审计报告的退市情形，为促使上市公司尽早解决存在的问题，提高财务信息价值，暂停上市后根据中期报告而不是年度报告的情况来决定是否退市。,2403
2404,创业板公司退市了，投资者持有的股票如何处理,1、创业板主动退市且法人主体资格将存续的公司，应对公司股票终止上市后转让或交易、异议股东保护措施作出具体安排，保护中小投资者合法权益；2、创业板公司强制退市的，在股票被终止上市前，应当与具备全国中小企业股份转让系统主办券商业务资格的证券公司签订协议，聘请该机构在公司股票被终止上市后为公司提供股份转让系统挂牌转让服务，并授权其办理证券交易所市场登记结算系统的股份退出登记，办理股份重新确认及股份转让系统的股份登记结算等事宜；截止交易所作出终止上市决定时，公司仍未聘请主办券商的，交易所在作出股票终止上市决定的同时为其临时指定主办券商，并通知公司和主办券商，退市公司在代办转让系统挂牌后，股东持有的退市公司股票可以开始在代办股份转让系统继续交易。,2404
2405,创业板公司退市的市场流动性指标具体是怎么规定的,上市公司出现股票连续90个交易日通过本所系统实现的累计成量低于75万股的，在次一交易日发布公司票可能被终止上市的风险提示报告，其后每个交易日披露一次，直至自上述起算时点连续 120 个交 易日内通过本所交易系统实现的累计成交量高于 100 万股或者本所作出公司票终止上市的决定。,2405
2406,创业板在审计意见方面的退市情形具体是怎么规定的,为提高财务信息披露质量，保护投资者合法权益，创业板上市规则规定：在公司股票因会计师事务所出具否定意见或无法表示意见审计报告而暂停上市后，公司首个半年度财务会计报告被注册会计师出具否定意见或无法表示意见的审计报告，交易所将启动退市程序，终止其股票上市。,2406
2407,创业板市场的具体退市标准包括哪些方面,首先，创业板市场保留和沿用了主板市场的有关退市规定：  1、连续亏损或追溯调整导致连续亏损被暂停上市，在法定期限内披露的首个年度报告显示公司仍然亏损；2、未在规定期限内改正财务会计报告重大会计差错或虚假记载被停牌，在规定期限内仍未披露经改正的财务报告；3、未在法定期限内披露年度报告或中期报告；4、公司因故解散；5、公司被法院宣告破产；6、股权分布不符合上市条件，在规定期限内仍未消除（解决）的。    此外，除了上述沿用规定外，创业板市场较主板新增了三项退市标准：一是增加审计意见方面的退市情形；二是增加了净资产方面的退市情形；三是增加了市场指标方面的退市情形。,2407
2408,创业板股票买卖的交易费用由哪几部分构成,对投资者来说，创业板股票买卖的交易费用与深交所主板、中小板股票大致相同，主要由交易手续费、印花税两部分构成（深交所免收过户费）。佣金比例由投资者与开户的证券公司协商签订，印花税由国家统一收取。,2408
2409,创业板与中小企业板在风险特征上主要有哪些区别,主要区别如下：    1.上市公司经营风险不同。中小板企业已相对成熟，规模上都已符合主板标准，经营稳定，盈利能力较强，因而风险程度相对较低；创业板企业尚处于成长期，经营稳定性较低，其发展潜力虽然可能巨大，但新技术的先进性与可靠性、新模式的适用面与成熟度等都往往具有较大不确定性。    2.创业板上市企业由于股本规模较小，面临的市场炒作和市场操纵风险可能会较高。    3.上市公司估值风险不同。由于创业板上市公司经营历史往往较短，未来业绩增长具有较大不确定性，加之新经济、新模式企业的发展往往具有非线性特征，运用传统的估值方法可能很难对这些企业作出准确的价值判断，由此带来投资上的价值估值风险将会高于中小板企业。,2409
2410,什么是定期报告,定期报告是上市公司根据信息披露有关规定的要求，在特定的时间点对投资者发布的报告。定期报告分为年度报告、中期报告和季度报告。投资者习惯地将他们称之为年报、中报和季报。,2410
2411,上市公司可以随意改变募集资金使用投向吗,上市公司对发行股票所募集的资金，必须按招股说明书或配股说明书所列资金用途使用。上市公司严格按照事先约定的用途使用募集资金，这是上市公司及其股票发行者对股东的承诺。上市公司必须遵守，否则就是上市公司严重的违约行为，同时也是一种对股东的侵权行为。,2411
2412,造假公司已被摘牌，可以向公司索赔吗,公司已被摘牌只是丧失了上市的资格，不再是上市公司，但该公司依然存在，投资者依然可以向该公司索赔。,2412
2413,大股东出资不实是否侵害了其它中小股东的合法权益,严格地讲，股份有限公司股东之间不存在直接的法律关系，但全体股东利益又是借助公司利益得以实现的，这就意味着大股东出资不实虽直接侵害的是公司利益，却间接损害了其它股东的利益。对于大股东出资不实，中小股东可以通过多种方式维护自己的权益。第一、中小股东可以利用代表诉讼制度直接诉求出资不实的大股东；第二、如果公司隐瞒大股东出资不实，中小股东可就违反信息披露制度诉讼公司；第三、出资不实的大股东行使了股权，由此形成的股东大会决议或董事会决议如果对中小股东构成不利，中小股东可提起诉讼请求撤销。,2413
2414,公司发行债券可以用于弥补亏损吗,不可以。根据规定，公司发行公司债券所筹集资金的投向须经过公司股东大会核准并且符合国家产业政策，不得用于弥补亏损，也不得用于非生产性支出。当公司拟将发行债券募集的资金用于非生产性支出时，投资者的权益可能正在受到损害。,2414
2415,控股股东违反承诺，是对其他股东的侵权吗,现实中，常有一些控股股东在承诺后却不履行承诺，而中小股东在这方面也往往维权意识不强，导致自己的权利受损。当出现这类情况时，投资者一定要懂得维护自己的权利。控股股东的承诺是一种合同行为，具有法律约束力，其不履行承诺便是一种违约行为，应该承担违约责任。投资者应该理直气壮地要求控股股东履行承诺。投资者可以向监管机构或交易所举报或反映，请求监管机构维权，也可以请律师或自己向控股股东发质询函或律师函，要求其履行承诺，也可以通过媒体进行监督。如果所有的办法都没有效果，你可以向法院起诉，要求控股股东履行承诺并承担违约责任。,2415
2416,对不正当关联交易如何维权,维权手段有：1、使用质询权。关联交易在达到一定额度的时候，必须提交股东大会由非关联股东表决。因此，当你面对不正当的关联交易时，你完全可以向董事会和管理层进行质询，要求其作出合理解释。2、投票否决权。对于董事会和管理层不能做出合理解释的关联交易，你可以在股东大会上投上你的反对票。不要因为你是小股东就轻视你的力量。当有更多的小股东意识到自己的权利受到侵害并具有了维权意识时，你们的力量会是很大的。所以，中小投资者加强自己维权的意识非常重要，这不仅可以维护到自己的合法权益，更是成为成熟投资者的标志。3、通过独立董事表达意愿或发表质询。独立董事制度是为关注中小股东利益而特别设置的一项制度，在一定意义上独立董事就是中小股东利益的代言人。重大关联交易在董事会讨论之前，要求独立董事必须对交易的必要性和价格的合理性进行事前认可。这是重大关联交易的一个前置条件。因此，关注关联交易的中小股东可以通过独立董事将自己的意见表达出来。第四、诉讼维权。投资者对于侵犯了自己合法权益的关联交易，在有确凿证据的情况下，可以考虑通过诉讼手段维权。,2416
2417,有“保底收益”条款的协议有效吗,证券公司有一类业务是资产管理业务。就证券公司开展的该业务而言，如果该协议中有对投资收益的保底条款，那么该条款因违反《证券法》有关不得受理全权委托和禁止券商对证券投资收益做出承诺的规定无效。但是合同法又规定，合同条款的部分无效并不当然影响其它条款的效力，因此不能因“保底收益”条款的无效来否认其他条款的效力。,2417
2418,券商可以对投资者融资买的证券“强行平仓”吗,在允许券商开通的融资融券业务中，为监管风险的需要，一定会有券商对客户证券进行强行平仓的约定。强行平仓，就是指当客户的证券下跌至双方约定的价位时，证券商无需客户的指令就有权卖出客户的股票。,2418
2419,证券投资意见有误导致的投资损失，如何寻求赔偿,股票投资风险自负是每个人都清楚的一个原则，在投资者自行决定买卖哪只股票的情况下，一般不会产生什么争议。但如果证券咨询服务机构提供了投资意见，而该意见又与股价实际走势相反，则有些投资者就会产生索赔的想法。关于能否索赔，不能一概而论，应根据具体情况确定。通常情况下，咨询意见的提供者与接受者之间是合同关系，只要咨询机构已经按合同履行了义务，又没有其他违约行为，咨询者就不能依合同要求咨询机构赔偿损失。关于纠纷处理，除依法诉讼外，还可以请求证券业协会进行调解，或向证券监督管理机构投诉。证券业协会作为证券业的自律性组织，具有调解其会员与客户之间纠纷的法定职权，但其调解意见不具有强制性。证券监督管理机构如国家证券监督管理委员会及其派出机构———各地证券监管局是国家的证券业管理机关，对证券投资咨询机构的业务活动有监督管理的职权，对其违法行为可以依法查处。如果你认为你所联系的证券投资咨询机构有违法违约行为，你可以请求上述机构进行处理。,2419
2420,公司管理层侵害公司利益的情况都有哪些呢,1、利用关联关系损害公司利益管理层利用资金的职务，通过自己的家人、亲属、朋友或自己控制的公司与上市公司进行关联交易，赚取非法利益，这是典型的损害公司利益的行为，也是对股东利益的侵害。2、职务违法甚至犯罪行为最严重的是公司管理层利用职权收受贿赂或其他非法收入或者利用职务之便侵占公司财产。我们说，公司财产属于全体股东所有，任何人不得非法占有，但公司管理层利用职务之便非法占有，就侵犯了其他股东的权利，严重的可以构成侵占公司财产罪。还有，利用职权收受贿赂也是一种侵权行为。因为，收受贿赂的前提肯定是不同程度地出卖公司利益，这样就间接侵犯了中小投资者的权利。3、违规执行职务，造成公司损失的行为这里的违规，指的是违反法律、行政法规以及公司章程。违规执行职务，一定故意行为，而不是过失行为。所以，当管理层故意违法规定执行职务而给公司造成损失时，应该承担赔偿责任。,2420
2421,投资者如何对操纵市场行为维权,由于所有的操纵证券市场的行为都必然会影响证券的正常交易价格、破坏证券市场交易秩序、损害广大投资者的利益，如果听之任之，证券市场就会变成赌场和冒险家的乐园，就不可能健康发展。我国法律法规明确禁止操纵证券市场的行为，对任何单位、组织、个人操纵证券市场的行为，都给予严厉查处。广大投资者是证券市场的主体，有权利也有义务监督操纵市场的行为。现行法律鼓励广大投资者共同监督证券市场。如果发现有操纵市场的行为，应及时向证券监管部门举报。,2421
2422,操纵市场的形式主要有哪些,1、连续交易操纵证券市场行为这种行为表现为交易易者通过单独或者合谋，集中资金优势、持股优势或者利用信息优势，联合或者连续买进或者卖出某种证券，操纵证券交易价格或者证券交易量，使他人对该证券的走势作出错误判断而积极参与交易，市场操纵者则高抛低进，牟取暴利。2、通谋买卖操纵市场行为通谋买卖表现为交易者与他人串通，以事先约定的时间、价格、方式相互进行证券交易或者相互买卖并不持有的某种证券。当约定一方在约定的时间以约定的价格买入或者卖出某种证券时，另一约定人同时卖出或者买入同一证券，从而抬高或者压低该证券的价格。市场操纵者通过通谋买卖行为影响证券交易价格或者证券交易量，诱使其他投资者参与该证券的买卖，达到高位出货低价吸筹的目的。3、在自己实际控制的账户之间进行证券交易，影响证券交易价格或者证券交易量；这种方式就是投资者常说的庄家的对倒行为，其目的是虚增交易量。庄家以高于或低于证券市场的价格进行某种证券的自买自卖，带动证券交易价格及交易数量的超常变化，造成该证券交易活跃的假象，使其他投资者作出错误判断参与该证券的买卖，庄家趁机高价抛售，低价吸筹。,2422
2423,大资产重组时股东有哪些权利,法律规定，对于重大资产重组，应由股东大会经出席股东2/3以上表决权通过。如果，资产重组为关联交易的话，关联股东还需要回避。不过，股东大会通过并不表示就一定可以实施重组了，还要上报证监会，最后由证监会决定是否予以核准。,2423
2424,什么是上市公司“证券权益披露义务”,上市公司必须遵守证券权益披露义务。所谓证券权益披露义务是指任何人持有一家上市公司发行在外的股份达到5%，或者达此比例后持股比例发生5%的增减变化时，必须在该事实发生之日起3日内，向国务院证券监督管理机构、证券交易所作出书面报告，通知该上市公司并予以公告。另外，根据两个证券交易所目前的规定，上市公司股东在12个月内增持本公司股份不超过该公司已发行股份1%及2%的，也应该公告。该规定的目的是让中小投资者一定程度上分析股东对该公司股票的价值判断，以对中小投资者的投资决策提供参考。违反该规定，将影响中小投资者的证券投资决策。所以，违反证券权益披露义务，对投资者也是一种侵权行为。,2424
2425,如何委托他人代理参加股东大会,如果你想委托他人代理参加股东大会，在股东大会召开前24小时向上市公司提交“授权委托书”。“授权委托书”一般由委托人亲自签署，如果授权他人签署，则该授权委托书还应经过公证。授权委托书要写清代理人的姓名、代理权的范围，包括是否具有表决权、委托的事项等，同时还应注明如果股东不作具体指示，股东代理人是否可以按自己的意思表决。,2425
2426,公司分红的主要方式,公司分红的主要方式就是向股东分配股利。股利就是股东依其所拥有的公司股份从公司分得的利润，是从公司已经弥补公积金和提取公积金、法定公益金后的可分配利润中分配给股东的投资回报。作为“出资者”可以依照所持有的股份份额获得股利和其他形式的利益分配。股利分为股息和红利两种。,2426
2427,现行法规对上市公司现金分红的要求有哪些,现金分红是分红权的重点。为了保障对股东的投资回报，2008年10月，证监会出台了《关于修改上市公司现金分红若干规定的决定》，提高了对上市公司现金分红的要求。对于申请再融资（再融资就是已经公开发行股票的公司希望再次发行股票、债券等方法募集资助金）的公司，要求其最近三年现金分红累计不少于最近三年年均可分配利润的百分之三十；对于不进行现金分红的公司，要求其披露不分红的具体原因，并说明未用于分红的资金留存公司的使用用途。,2427
2428,在哪些媒体上可以查到上市公司信息披露有关内容,上市公司信息披露指定媒体包括指定报刊和指定网站。目前，上市公司披露信息的平面媒体主要是中国证监会指定的一些专业报刊，如《证券时报》、《中国证券报》、《上海证券报》、《证券日报》等证券类报刊。1999年起，在前述指定报刊的基础上，中国证监会指定巨潮资讯网（www.cninfo.com.cn）和上海证券交易所网站（www.sse.com.cn）为上市公司信息披露指定网站。,2428
2429,什么是操纵市场,操纵市场是指个人或机构以获取利益或者减少损失为目的，利用资金、信息等优势或者滥用职权，影响证券市场价格，制造证券市场假象，诱导投资者在不了解事实真相的情况下做出证券投资决定，扰乱证券市场秩序的行为。操纵市场也是一类典型的侵权行为，为我国证券法和刑法打击的重点。操纵证券市场行为给投资者造成损失的，行为人应当依法承担赔偿责任。,2429
2430,什么是内幕交易,内幕交易是一种典型的证券欺诈行为，是指证券交易内幕信息的知情人员利用其掌握的未公开的价格敏感信息进行证券买卖活动，从而谋取利益或减少损失的欺诈行为。根据规定，知悉证券交易内幕信息的知情人员或者非法获取内幕信息的其他人员，在内幕信息公开前，不得买卖该公司的证券，或者泄露该信息，或者建议他人买卖该证券。,2430
2431,什么是虚假陈述,虚假陈述是投资者常见的一类侵权行为，指的是发行人或者上市公司在信息披露时没有把对公司生产、经营具有重大影响的事件真实地告诉投资者，以至投资者对公司股票价值的判断发生误差，最终导致投资者在交易上受损。,2431
2432,什么是证券民事诉讼,证券民事诉讼是是与证券权益有关的民事诉讼，指的是平等民事主体之间在证券投资活动中因财产关系和人身关系发生纠纷时，有直接利害关系的当事人向人民法院提起的民事诉讼。投资者在维权活动中最经常碰到的就是这类诉讼。证券民事诉讼的程序同一般民事诉讼的程序相同，可分为起诉和受理、审理前的准备、开庭审理、判决的生效、执行等环节。在民事诉讼过程中，法院可以主持双方当事人进行调解，如果调解成功，法院会在双方达成的调解协议的基础上制作调解书。调解书经双方当事人签收后具有与判决书同等的法律效力。调解书生效后，当事人不得上诉。当事人一方拒不执行生效判决书和调解协议的，另一方当事人可以申请人民法院强制执行。,2432
2433,《委托买卖协议》中的不可抗力是什么意思,券商与客户订立的《委托买卖协议》中，普遍将如因地震、火灾、水灾、战争等自然灾害导致的交易系统故障瘫痪，以及营业部无法控制和不可预测的系统故障、设备故障、电力故障、通讯故障等事由引起的客户委托不能执行或部分不能执行情况，拟定为券商免责条款。这是合法的。发生事故后，证券商是否能够免责，主要看是否符合“不可抗力”的法律特点。公认的法理认为，“不可抗力”应该满足“无法预测、无法防止、无法克服”三个条件。所以，实践中，不可抗力造成的履行一般不能不包括以下几个方面：1、券商有能力采取而没有采取补救措施的，仍不能免责；2、提供良好的交易设施并尽维修、保养义务，是券商职责所在，反之因提供不良设施，或维修、保养不善或不及时造成履行不能，不能免责；3、一时的不可抗力因素消除后，券商能够履行义务的，不得以同一理由拒绝履行，除非客户明确表示不需要履行；4、如果履行不能只是一部分，就不能以不可抗力免除能够履行的部分；5、出现不可抗力后，券商应积极采取补救措施以防止损失的进一步扩大，否则客户仍能就损失扩大部分主张权利。此外，券商对不可抗力的事实对客户负及时告知和举证义务。,2433
2434,投资者获得的转增股本和派发红股在计税时有和区别,《国家税务总局关于股份制企业转增股本和派发红股征免个人所得税的通知》（国税发[1997]198号）规定：1、股份制企业用资本公积金转增股本不属于股息、红利性质的分配，对个人取得的转增股本数额，不作为个人所得，不征收个人所得税。2、股份制企业用盈余公积金派发红股属于股息、红利性质的分配，对个人取得的红股数额，应作为个人所得征税。公积金转增股不需要扣个人所得税，盈余公积金转增股则需要扣除个人所得税，投资者在阅读分红派息公告时一定要区分清楚。,2434
2435,碎股、特别买卖单位买卖盘、非自动对盘采用市调机制吗,市调机制只适用于持续交易时段输入的整手买卖盘，碎股、特别买卖单位买卖盘及非自动对盘交易不设市调机制。,2435
2436,股票触发市调机制，挂钩工具的交易会收到影响吗,所有市调机制证券将独立处理，当正股触发市调机制时，相关挂钩工具（譬如股票期权或衍生权证）的交易将不受影响。,2436
2437,实施市调机制时，单只证券是否可多次触发冷静期,就每支市调机制证券而言，在单一交易时段（早市和午市为两节交易时段）内最多可以触发一次冷静期；在冷静期结束后，市调机制的监测在该交易时段内的余下时间将完全解除。,2437
2438,市调机制不适用于哪些交易时间,冷静期不适用于开市前时段（上午9:00-9:30）及收市竞价交易时段（下午4:00 至4:08 – 4:10因随机收市）、早市及午市交易时段的首15分钟（上午9:30-9:45以及下午1:00-1:15）及午市交易时段的最后15分钟（下午3:45-4:00），以免妨碍价格发现。,2438
2439,在市调机制下，进入冷静期的证券还能够进行交易吗,市调机制下，在冷静期内的证券，容许在价格限制内进行，待冷静期后，将进入没有限制的正常交易。,2439
2440,港股市调机制的监察何时开始第一个参考价如何确定,市调机制在早市时段于上午9:45开始，午市时段于下午1:15开始。第一个参考价分别为9:15和1:15前5分钟的最后成交价。若开市至市调机制检测开始前5分钟均无交易，系统将以早市执行的首个成交价为参考价，直至再有交易执行为止。,2440
2441,设置市场波动调节机制有何意义,市场波动调节机制旨在避免由交易事故，譬如“闪崩”、程式错误等引发的极端价格波动，以及防范证券市场和衍生产品市场之间的系统性风险传染，许多国际交易所已实施不同形式的市调机制，以助在波动市况期间重建市场秩序，以维持公平有序的市场运作。,2441
2442,收市竞价交易时段，港股通的当日额度用尽怎么办,收市竞价交易时段，当日额度使用完毕，那么港股通投资者将面临不能通过港股通买入交易的风险。,2442
2443,台风警报对收市竞价交易带来什么影响,1、如果八号（或以上）台风警报在午市持续交易时段的15：45前（或半日市11：45）以前发出，那么，交易将在15分钟后停止；如果在午市持续交易时段的15：45（或半日市11：45）尚未恢复交易，那么，该交易日将不设收市竞价交易时段。2、如果八号（或以上）台风警报在交易日的15:45（或半日市11：45）以后发出，那么交易将会继续，直至收市竞价交易时段结束。,2443
2444,实施收市竞价交易后，港股通股票的收市价格怎样形成,在首阶段收市竞价交易时段实施时，对于适用收市竞价交易的证券，收市竞价交易时段证券的收市价格是指，在该交易日按收市竞价交易时段的随机收市时段结束时，按照成交量最大原则计算所得的参考平衡价格，或在无法订定参考平衡价格的情况下的收市竞价交易时段参考价。    其他非收市竞价交易时段证券的收市价格计算方法仍然沿用现有的中位数的方法。,2444
2445,投资者在参与收市竞价交易报价时应注意哪些问题,在收市竞价交易时段，港股通投资者输入交易系统的竞价限价买卖盘，除不得偏离上个交易日收市价九倍及以上和九分之一及以下以外，还受一套报价规则监管。具体如：    第一时段：用于计算每只参与收市竞价交易时段的证券的参考价。港股通投资者不可以输入、修改或取消买卖盘申报；    第二阶段：港股通投资者可以输入、取消竞价限价盘申报，申报价格不得偏离收市竞价时段参考价±5%。此外，提示投资者，不超过价格上限的买盘，或不低于价格下限的卖盘会自动由持续交易时段转至收市竞价交易时段，在价格限制范围外的已申报订单会被自动取消；    第三阶段：港股通投资者新输入的竞价限价盘的价格只能在输入买卖盘时段结束时买卖盘记录中的最低卖出价与最高买入价之间，且指定价格不得偏离收市竞价交易时段参考价±5%，所有的买卖申报都不得修改或取消；    第四阶段：港股通投资者的买卖盘规则与不可取消时段相同，提示投资者注意的是市场交易会在2分钟内随时收市。收市后所有收市竞价交易时段的证券随机对盘。,2445
2446,联交所收市竞价交易规则适用于哪些证券,收市竞价交易在实施初期将涵盖恒生综合大型股及中型股指数的成份股、有相应A股在中国内地交易所上市的H股及所有交易所买卖基金，由于目前所有港股通标的股票皆处于范围内。,2446
